listing_id,title,description,listing_type,property_type,category_original,district,location,address,price_lkr,price_basis,sale_total_price_lkr,rent_monthly_lkr,bedrooms,bathrooms,land_size_perches,house_size_sqft,property_size_sqft,land_type,property_subtype,features,posted_date,deactivation_date,geo_region,is_verified,membership_level,member_since,contact_number
beautiful-villa-at-the-ocean-for-rent-hambantota,Beautiful Villa at The Ocean - Tangalla,We have 6 Villas for rent. Villas are spacious with their own territory on a deserted beach in a preserved area of the island. Ideal for relaxing away from the noise and...,rent,holiday_rental,Holiday & Short-Term Rental,Hambantota,Tangalla,"Wellodeya Road, Mandala Villas",30000.0,per_night,,,2,1,,,,,Holiday bungalow,,2022-12-11,2023-02-09,LK-33,false,free,,Not mentioned in ad
kirivttudduv-vttinaa-iddmk-for-sale-colombo-3,කිරිවත්තුඩුව වටිනා ඉඩමක්,@everyone හෝමාගම කිරිවත්තුඩුවේන්..💯 💢 සාරවත් පොල් ඉඩමක් විකිණීමට ✅ ⏩ හොඳම ආයෝජනයට ⏩ බස් පාරට මීටර් 50 ⏩නල ජලය විදුලිය ඇතුලු අඩි 20 පුලුල් මාර්ග පද්ධතිය ⏩ නි...,sale,land,Land For Sale,Colombo,Homagama,,580000.0,per_perch,3480000.0,,,,6.0,,,"Commercial, Residential",,,2023-02-24,2023-04-24,LK-11,true,premium,January 2021,Not mentioned in ad
hotel-for-sale-ambalangoda-reference-c2049-for-sale-galle,Hotel | For Sale Ambalangoda - Reference C2049,Ayurvedic Hotel for sale in Ambalangoda - C2049 #. Beach front #. 14 rooms #. Swimming pool You contact us before 8.00 P.M if you need further information. Plea...,sale,commercial,Commercial Properties For Sale,Galle,Ambalangoda,,286000000.0,total,286000000.0,,,,,,12000.0,,Hotel,,2023-02-11,2023-04-12,LK-31,true,premium,May 2016,Not mentioned in ad
furnished-house-hostel-available-for-rent-jaffna-town-for-rent-jaffna,Furnished House / Hostel Available For Rent Jaffna Town,"House Available For rent First Floor & Second Floor Location : Stanley Road, Jaffna 100 Meters to Jaffna Hospital & Jaffna Bus Stand Walking distance to Jaffna Town Sui...",rent,apartment,Apartment Rentals,Jaffna,Jaffna City,Stanley Road Jaffna Very Close to Jaffna Hospital,90000.0,per_month,,90000.0,3,2,,,1000.0,,,,2023-01-30,2023-03-31,LK-41,true,plus,December 2018,Not mentioned in ad
hornn-udduven-hodm-iddm-apen-for-sale-kalutara,හොරණ උඩුවෙන් හොදම ඉඩම අපෙන්,♦️තෙකලා විදුලිය සහ ජලය ♦️පහසු ගෙවීමේ ක්‍රම ♦️නිරවුල් ඔප්පු,sale,land,Land,Kalutara,Horana,Horana,250000.0,per_perch,2500000.0,,,,10.0,,,Residential,,,2022-11-09,2023-01-08,LK,true,premium,July 2022,Not mentioned in ad
annex-for-rent-in-panadura-for-rent-kalutara-152,Annex for Rent in Panadura,"* Location - No: 559E, Galle Road, Panadura. * Bedrooms - 1 * Bathrooms - 1 * Living and pantry areas * Rent - Rs. 20,000/= (per month) * Need a six month refundable dep...",rent,room_annex,Room & Annex Rentals,Kalutara,Panadura,,20000.0,per_month,,20000.0,1,1,,,,,Annex,"Private entrance, Lower",2023-02-13,2023-04-13,LK,false,free,,Not mentioned in ad
land-for-sale-panadura-for-sale-kalutara-1436,Land for Sale Panadura,Fabulous opportunity to invest and live in Panadura. Close proximity to lyceum international school and many other government and private schools in Panadura. Close pro...,sale,land,Land For Sale,Kalutara,Panadura,"Jubili Lane , 1st cross Lane , Walana Panadura",950000.0,per_perch,9500000.0,,,,10.0,,,"Commercial, Residential",,,2023-01-03,2023-03-04,LK,false,free,,Not mentioned in ad
anuraadhpur-puujaa-ngrytt-aasnnv-sinnkkr-iddmk-for-sale-gampaha-12,අනුරාධපුර පූජා නගරයට ආසන්නව සින්නක්කර ඉඩමක්,* 2023 අලුත් අවුරුද්දේ අවුරුදු වාසි සමගින් පළමු ආයෝජනය හොඳම තැනින් හොඳම ඉඩමක් ගන්න. * දිනෙන් දින දේපළ වටිනාකම ඉහල යන අනුරාධපුර නගරයට සමීපව මනස්කාන්ත වෙල් යායකට මුහුණලා...,sale,land,Land For Sale,Gampaha,Kiribathgoda,"Green city, සාලියපුර, අනුරාධපුර",200000.0,per_perch,2000000.0,,,,10.0,,,Residential,,,2023-01-30,2023-03-30,LK-12,true,premium,December 2020,Not mentioned in ad
pr705brand-new-single-storied-house-sale-in-vidyala-junction-malabe-for-sale-colombo-2,"(PR705)Brand New single Storied House Sale In Vidyala Junction, Malabe","(PR705)Brand New single Storied House Sale In Vidyala Junction, Malabe HIGHLY RESIDENTIAL AREA 20 feet access rd 👉 3 BEDROOMS WITH AC 👉 2 BATHROOM WITH HOT WATER...",sale,house,Houses For Sale,Colombo,Malabe,"Vidyala Junction, Malabe",22500000.0,total,22500000.0,,3,2,7.0,1200.0,,,,,2023-02-14,2023-04-15,LK-11,true,premium,December 2018,Not mentioned in ad
toottttkkaanni-virrpnnnaikku-for-sale-batticaloa,தோட்டக்காணி விற்பனைக்கு - Batticaloa,"80பேச் காணி தன்னாமுனையில் உள்ளது.பிரதான வீதியில் இ௫ந்து எல்லை வீதியினுடாக 4km உள்ளே.தென்னை மரம் மற்றும் மா மரங்கள் உள்ளது.பெரிய தென்னை மரம்7, காய்க்கும் மா மரம் உள்ளது.தெ...",sale,land,Land For Sale,Batticaloa,Batticaloa City,தன்னாமுனை எல்லை வீதி(boundary Road),9000000.0,total,9000000.0,,,,80.0,,,"Agricultural, Other",,,2022-12-09,2023-02-07,LK-51,false,free,,Not mentioned in ad
luxury-2-story-house-for-sale-in-pannipitiya-for-sale-colombo,Luxury 2 Story House For Sale In Pannipitiya,Architecturally Designed Super Luxury 2 Story House For Sale In Kalalgoda IDEAL FOR RESIDENCE / RESIDENCE OFFICE OR ANY RESIDENTIAL WORK HIGHLY RESIDENTIAL AREA 20...,sale,house,Houses For Sale,Colombo,Pannipitiya,Vidyala Junction,75000000.0,total,75000000.0,,4,4,10.0,4200.0,,,,,2023-02-20,2023-02-18,LK-11,false,premium,January 2019,Not mentioned in ad
land-for-sale-kiriwaththuduwa-for-sale-colombo-216,land for sale kiriwaththuduwa,🔰බැන්කුවල පොලි ගෙව ගෙව ඉන් නැතුව පොලි නැතුව ඉඩමක් ගෙවන්න අරන් දාන්න chance එකක් 💥🥳🥳 🔰ඉඩමේ වටිනාකමින් 40% ගෙවා ඉතිරිය පෝලී නැතුව මාස 24 ගෙවන්න දෙන ලන්කාවෙ 🥇එකම ආයත...,sale,land,Land For Sale,Colombo,Homagama,kiriwaththuduwa,3600000.0,total,3600000.0,,,,6.0,,,"Commercial, Residential",,,2023-02-26,2023-04-27,LK-11,true,premium,July 2021,Not mentioned in ad
valuable-land-for-sale-gonapala-for-sale-colombo-1,Valuable Land for Sale Gonapala,කොළඹට ලඟින්ම පදිංචි වෙන්න .කහතුඩුව අධිවේගය ආසන්නයෙන්ම කහතුඩුව නගරයට ලගින්ම අනර්ඝතම නිස්කලංක ඉඩමෙන් පර්. 10 බිම් කොටස් දැන් විකීණීමට කුඹුරු යායකට මායිම් වූ අගනා ඉඩම් ව්‍...,sale,land,Land For Sale,Colombo,Piliyandala,"gonapala, videyagoda",485000.0,per_perch,4850000.0,,,,10.0,,,Residential,,,2023-03-08,2023-05-07,LK-11,true,premium,June 2021,Not mentioned in ad
land-for-rentals-with-building-under-construction-in-ratnapura-for-rent-ratnapura,Land For Rentals With Building (Under construction) In Ratnapura,"රත්නපුර නගර මධ්‍යයේ පොත්ගුල් විහාර මාවතේ පර්චස් 18 ක (වර්ග අඩි 5000 කට වැඩි) ඉඩම ව්‍යපාර ස්ථානයක් සදහා කදිම තෝතැන්නකි. රත්නපුර මහජන පොල, Richlook ,Keels Super, Cargils Fo...",rent,land,Land Rentals,Ratnapura,Ratnapura City,88 C Pothgul Vihara Mawatha Ratnapura,500000.0,per_year,,41666.67,,,18.0,,,Commercial,,,2023-02-23,2023-04-24,LK,false,free,,Not mentioned in ad
se419new-luxury-03-storey-house-for-sale-in-thalawathugoda-for-sale-colombo-3,(SE419)NEW LUXURY 03 STOREY HOUSE FOR SALE IN THALAWATHUGODA,(SE419)NEW LUXURY 03 STOREY HOUSE FOR SALE IN THALAWATHUGODA KALALGODA RD ROOF TOP SWIMMING POOL AREA HIGHLY RESIDENTIAL AREA Face to 20 Feet Road. = Two external ba...,sale,house,Houses For Sale,Colombo,Talawatugoda,THALAWATHUGODA KALALGODA RD,79000000.0,total,79000000.0,,6,4,12.5,3500.0,,,,,2022-11-05,2023-01-01,LK-11,true,premium,November 2022,Not mentioned in ad
se73721000sqft-hotel-building-for-sale-in-batticaloa-for-sale-batticaloa,(SE737)21000sqft Hotel Building for Sale in Batticaloa,(SE737)21000sqft Hotel Building for Sale in Batticaloa 🌀 21000 sqft 🌀 121 Perches Land 121 purch (with out reservations} Total room 40 20 under construction S...,sale,commercial,Commercial Properties For Sale,Batticaloa,Batticaloa City,Batticaloa,700000000.0,total,700000000.0,,,,,,21000.0,,Hotel,,2023-01-20,2023-03-21,LK-51,true,premium,December 2020,Not mentioned in ad
land-for-sale-in-malabe-for-sale-colombo-2814,Land For Sale In Malabe,✅මාළඹේ චන්ඳ්‍රිකා කුමාරතුංග පාරට පයින් යන දුර​ ✅නෙවිල් ප්‍රනාන්දු රෝහලට 500m ✅Horizon පාසලට හා විශ්වවිද්‍යාලයට 700m ✅Cinec Campus එකට 900 m ✅Millenium IT එකට 400m...,sale,land,Land,Colombo,Malabe,Malabe,1250000.0,per_perch,12500000.0,,,,10.0,,,"Commercial, Residential, Other",,,2022-11-16,2023-01-15,LK-11,true,premium,April 2019,Not mentioned in ad
house-for-sale-in-panadura-town-for-sale-kalutara-7,House for sale in Panadura Town,"▪️Perches 20 ▪️Two story ⚫️Ground floor - 3 bedrooms;common bathroom, kitchen, dining area, large living area, car porch(Two vehicles parking space) 🔘Sperated~ 3 phas...",sale,house,Houses For Sale,Kalutara,Panadura,,42500000.0,total,42500000.0,,7,3,20.0,3920.0,,,,,2022-12-30,2023-02-24,LK,false,free,,Not mentioned in ad
for-rent-for-rent-puttalam-54,Apartment for Rent Rathmalyaya,2 Story #shop Space Available #for #Rent ✓Groud Floor Full Tiles ✓ Separate Electricity ✓Water Facility ✓2 Bathrooms ✓vehicle Parking #puttalam Colombo Road #rath...,rent,apartment,Apartment Rentals,Puttalam,Puttalam City,Colombo Road Rathmalyaya,18000.0,per_month,,18000.0,3,2,,,700.0,,,,2023-02-17,2023-04-18,LK-62,false,free,,Not mentioned in ad
jaa-aeltt-nudurin-iddmk-for-sale-gampaha,ජා ඇලට නුදුරින් ඉඩමක්,සියලුම නාගරික පහසුකම් සහිතයි පොලියක් නැතුවම ගෙවන්න ගන්න අමතන්න හෝ වට්ස්ඇප් කරන්න එරංග,sale,land,Land,Gampaha,Ja-Ela,,3650000.0,total,3650000.0,,,,6.0,,,Residential,,,2022-11-02,2023-01-01,LK-12,true,premium,November 2019,Not mentioned in ad
mtugm-bim-kottsk-for-sale-kalutara,මතුගම බිම් කොටසක්,🟣වැලිපැන්න අධිවේගී මාර්ග පිවිසුමට නුදුරින් බිම් කොටසක් ---------------------------------- 🧬අලුත්ගම නගරයට ( ගාලු පාරට) - විනාඩි 15 🧬අලුත්ගම මතුගම බස් පාරට 150m 🧬වැල...,sale,land,Land For Sale,Kalutara,Matugama,මතුගම .,180000.0,per_perch,2160000.0,,,,12.0,,,"Commercial, Residential, Other",,,2023-01-08,2023-02-25,LK,true,premium,November 2015,Not mentioned in ad
house-for-rent-in-omanthai-for-rent-vavuniya,Room for Rent in Omanthai,2 Room for Rent Girl's only Near to 50 M A9 Highway Advance Needed,rent,room_annex,Room & Annex Rentals,Vavuniya,Vavuniya City,"A9 Road, Omanthai",5000.0,per_month,,5000.0,2,1,,,,,Portion,Lower,2022-12-21,2023-02-19,LK-44,false,free,,Not mentioned in ad
brand-new-house-at-piliyandala-for-sale-colombo-426,brand new house at piliyandala,Well experience architect designed Modern super qoality House For Sale at very close to piliyandala Town..... පිලියන්දල ටවුමට විනාඩි 5 ක දුරින් බොරලැස්ගමුව නගරයට විනාඩි...,sale,house,Houses For Sale,Colombo,Piliyandala,piliyandala.....,27500000.0,total,27500000.0,,4,4,7.0,2752.0,,,,,2022-11-08,2023-01-07,LK-11,true,premium,April 2019,Not mentioned in ad
house-foe-sale-polonnaruwa-for-sale-polonnaruwa,House Foe Sale- Polonnaruwa,"01 km Newtown Royal central college , DS office / Court / Education office / Royal primary college. 3KM to polonnaruwa general hospital 4 Bedrooms including 2 AC rooms...",sale,house,Houses For Sale,Polonnaruwa,Polonnaruwa City,Aluthwew Newtown,42500000.0,total,42500000.0,,4,2,270.0,4200.0,,,,,2022-11-27,2023-01-19,LK-72,false,free,,Not mentioned in ad
athurugiriya-residential-land-for-sale-for-sale-colombo-1,Athurugiriya Residential Land for Sale,Call for more details,sale,land,Land,Colombo,Athurugiriya,"Athurugiriya rd,Homagama",5000000.0,total,5000000.0,,,,8.0,,,"Commercial, Residential, Other",,,2022-11-23,2023-01-18,LK-11,true,premium,July 2022,Not mentioned in ad
holiday-home-maspotha-for-rent-kurunegala,Holiday Home - Maspotha,Single room හෝ සම්පූර්න නිවස කලින් book කිර්‍ර්ම අනිව්වාර්ය වේ. නිවසේ උඩු මහල හෝ පහත මහල වෙන් වෙන්ව book කල හැක. ශ්‍රීලංකා සංචාරක මණ්ඩලයේ ලියාපදිංචි සහතික ලත් ඉතා සුකෝපබෝ...,rent,holiday_rental,Holiday & Short-Term Rental,Kurunegala,Kurunegala City,"Green Village, Welagane, Maspotha",2750.0,per_night,,,5,4,,,,,Holiday bungalow,,2022-12-31,2023-02-28,LK-61,false,free,,Not mentioned in ad
building-for-rent-for-sale-vavuniya,Building for Rent Vavuniya,நெழுக்குளம் சந்தியில் பொலிஸ் நிலையத்துக்கு முன்பாக உள்ள கடை கட்டிடத்தொகுதி வாடைக்கு உண்டு அலுவலகத்தேவைக்கு உகந்தது இயர்க்கையான ரம்மியமான சூளல் அனைத்து வியாபாரத்தேவைக்களுக...,rent,commercial,Commercial Property Rentals,Vavuniya,Vavuniya City,Nelukkulam junction vavuniya,50000.0,per_month,,50000.0,,,,,500.0,,Building,,2022-11-11,2023-01-10,LK-44,false,free,,Not mentioned in ad
valuable-commercial-building-for-rent-for-rent-monaragala,Commercial Building for Rent Bibile,"⭕ valuable place for medical centre(ayurveda & western both are capable), fashion store,fancy store,bank,hotel,resturant,foodcity,showroom ⭕ fully completed (tiled & air...",rent,commercial,Commercial Property Rentals,Monaragala,Bibile,"infront of the base hospital,bibile",300000.0,per_month,,300000.0,,,,,3000.0,,Shop,,2023-01-28,2023-03-29,LK,false,free,,Not mentioned in ad
kirillvl-vaeliveeriy-paaree-viir-maavtee-pihitti-vttinaa-nivskvi-kinniimtt-for-sale-gampaha,House for Sale - Kadawatha,"කිරිල්ලවල, වැලිවේරිය පාරේ, වීර මාවතේ පිහිටි වටිනා 🏠නිවසක්🏡 විකිණීමට. ( නුවර පාරට👉🚗 කි,මී 3.5 යි, වැලිවේරිය නගරයට👉🚕 කි.මී 2) 🟥 සාලය 🟧 නිදන කාමර3️⃣ 🟦 නාන කාමර 1️⃣...",sale,house,Houses For Sale,Gampaha,Kadawatha,"වැලිවේරිය පාර, වීර මාවත",11500000.0,total,11500000.0,,3,1,12.5,3403.0,,,,,2023-02-14,2023-04-10,LK-12,false,free,,Not mentioned in ad
pr463new-luxury-02-story-house-for-sale-in-malabe-for-sale-colombo,(PR463)New Luxury 02 Story House for Sale in Malabe,(PR463)NEW LUXURY 02 STORY HOUSE FOR SALE IN MLABE PITTUGALA HIGHLY RESIDENTIAL AREA facing 20ft road 👉 200M TO PITTUGALA JUNCTION 👉 1.8KM TO KOTHALAWALA 👉 2KM TO HIG...,sale,house,Houses For Sale,Colombo,Malabe,MLABE PITTUGALA,50000000.0,total,50000000.0,,4,3,18.5,4700.0,,,,,2022-11-16,2023-01-14,LK-11,true,premium,November 2022,Not mentioned in ad
house-for-immediate-sale-for-sale-kurunegala,House for Sale in Kurunegala,TOP URGENT due to migration Vehicle exchange considered Three stores house(Under Construction-75 percent completed) Located in Kurunegala Negombo road Esala Uya...,sale,house,Houses For Sale,Kurunegala,Kurunegala City,Esala Uyana,19000000.0,total,19000000.0,,6,3,18.0,4570.0,,,,,2023-01-29,2023-03-16,LK-61,false,free,,Not mentioned in ad
land-for-sale-in-ja-ela-for-sale-gampaha-1898,Land for Sale In Ja-Ela,"ජාඇල යක්කඩුව ශ්‍රී සුමංගල මාවත මනරම් ග්‍රාමීය පරිසරයක පිහිටි පොල් ගස් 10 කින් සමන්විත පර්චස් 15 ඉඩම ඉක්මනින් විකිණීමට.සීන්නක්කර නිරවුල් ඔප්පු,කාපට් පාර ජල විදුලි පහසුකම්...",sale,land,Land For Sale,Gampaha,Ja-Ela,"488 Sri Sumangala Mawatha ,YAKKADUWA , JA-ELA",340000.0,per_perch,5100000.0,,,,15.0,,,Residential,,,2023-01-17,2023-03-12,LK-12,false,free,,Not mentioned in ad
span-tower-16-3-bedroom-fully-furnished-apartment-for-rent-a15759-for-rent-colombo,Span Tower 16 - 3 Bedroom Fully Furnished Apartment for Rent A15759,"Span Tower 16 - 3 Bedroom Fully Furnished Apartment for Rent Colombo 5 Havelock Road Span Tower 16 3 Bedrooms 2 Bathrooms Lower Floor 1,400 Sq.ft Fully furnished Gym &...",rent,apartment,Apartment Rentals,Colombo,Colombo 5,Havelock Road,250000.0,per_month,,250000.0,2,2,,,1400.0,,,,2023-03-15,2023-05-14,LK-11,true,premium,May 2016,Not mentioned in ad
half-built-house-with-attached-bathrooms-for-sale-hambantota,Half Built House for Sale Tissamaharama,® කතරගම තිස්සමහාරාමයේ තියෙන්නෙ… ® ප්‍රධාන පාරට මුහුණ්ලා තියෙන්නෙ… ® finishing වහාල… වැඩි විස්තර සදහා අමතන්න,sale,house,Houses For Sale,Hambantota,Tissamaharama,Tissamaharama,11500000.0,total,11500000.0,,4,4,20.0,5500.0,,,,,2022-12-25,2023-02-20,LK-33,false,free,,Not mentioned in ad
house-for-rent-horana-for-rent-kalutara-106,House for Rent Horana,"fully tiled house 3 rooms one room with AC Garage for car parking close to the main road 70m from kaluthara horana road Available CCTV cameras facilities peaceful, ca...",rent,house,House Rentals,Kalutara,Horana,"wewela ,Horana",48000.0,per_month,,48000.0,3,1,20.0,1500.0,,,,,2022-12-11,2023-02-02,LK,false,free,,Not mentioned in ad
three-story-commercial-building-for-sale-dankotuwa-for-sale-puttalam,Three Story Commercial Building for Sale - Dankotuwa,"For sale Air Conditioned,Fully completed three Storey Commercial Building for Sale,In the center of Dankotuwa City. *Cleared deeds...",sale,commercial,Commercial Properties For Sale,Puttalam,Dankotuwa,Negambo Road Dankotuwa,155000000.0,total,155000000.0,,,,,,2200.0,,Shop,,2022-11-29,2023-01-15,LK-62,false,free,,Not mentioned in ad
new-3-story-modern-house-for-sale-for-sale-colombo,New 3 Story Modern House for Sale,500M TO MAIN EGODAWATTA RD 1KM TO JAPURA UNIVERSITY 1.5KM TO HIGH LEVAL RD VIJARAMA JUNCTION 3KM TO NUGEGODA TOWN 20FT RD FACING SUPERB HOUSE MODERN ARCHITECTURE DESIGN H...,sale,house,Houses For Sale,Colombo,Nugegoda,NUGEGODA VIJARAMA EGODAWATTA RD,65000000.0,total,65000000.0,,5,5,13.0,3000.0,,,,,2023-02-23,2023-04-24,LK-11,true,premium,October 2018,Not mentioned in ad
room-for-rentonly-girls-for-rent-jaffna,Room For Rent(only girls),கொக்குவில் பகுதியில் மருத்துவ பீடத்திலிருந்து ஒரு கிலோ மீட்டர் தூரம். மூன்று பேர் தங்க கூடிய அறை. சமையலறை வசதி உண்டு. வாடகை 15000/= முற்பணம் 30000/=,rent,room_annex,Room & Annex Rentals,Jaffna,Jaffna City,kokuvil,15000.0,per_month,,15000.0,1,1,,,,,Portion,Upper,2022-12-10,2023-02-08,LK-41,false,free,,Not mentioned in ad
brand-new-spacious-modern-design-house-in-piliyandala-bypass-road-for-sale-colombo-1,"Brand New Spacious Modern Design House in Piliyandala, Bypass Road",🧶 Architecture Modern Design Brand New Luxury Two Storey House In Bypass Road Piliyandala.. 👍 .... Highly Residential & Peaceful Neighborhood Area 👉.... 𝟐𝟔𝟎𝟎 𝐒...,sale,house,Houses For Sale,Colombo,Piliyandala,Piliyandala Bypass Road,38500000.0,total,38500000.0,,4,4,9.0,2300.0,,,,,2022-12-12,2023-02-10,LK-11,true,premium,May 2018,Not mentioned in ad
land-code-3228-for-sale-col-03-for-sale-colombo-4,Land (code 3228) for sale Col-03,11.2 PERCHES PRIME LAND FACING WALUKARAMA ROAD (BETWEEN THE GALLE ROAD AND DUPLICATION ROAD)-COLOMBO-03-FOR SALE Â LOCATION Â This land is situated in a highly commercial...,sale,land,Land,Colombo,Colombo 3,Walukarama rd,17000000.0,per_perch,190400000.0,,,,11.2,,,Commercial,,,2022-11-16,2023-01-15,LK-11,true,premium,January 2020,Not mentioned in ad
live-in-talawatugoda-polwatta-area-a-separate-house-for-life-safety-for-sale-colombo-2,Live in Talawatugoda - Polwatta area a separate house for life safety,"–Lush greenery Land for sale in Thalawathugoda. Reserve your block today and enjoy the exclusive benefits like, _ Land for sale in between thalawathugoda and Pannipitiya...",sale,land,Land For Sale,Colombo,Pannipitiya,Thalawathugoda Polwaththa Road,2000000.0,per_perch,14000000.0,,,,7.0,,,"Commercial, Residential",,,2023-02-11,2023-04-12,LK-11,true,premium,August 2022,Not mentioned in ad
piliyndlin-tnimhll-nivsk-vikinniimtt-for-sale-colombo,පිලියන්දලින් තනිමහළ් නිවසක් විකිණීමට,පිලියන්දල නිවසක් විකිණීමට. මඩපාත පාර. කොටගෙදර 2 කනුව හන්දියට ආසන්නව. මඩපාත පාරට මී. 500 යි. පිලියන්දල කි. මී. 3.5 යි. කාමර 2. සාලය. නාන කාමරය. මුලුතැන්ගෙය. එක් වාහනයක් සද...,sale,house,Houses For Sale,Colombo,Piliyandala,Piliyandala,7500000.0,total,7500000.0,,2,1,6.0,1275.0,,,,,2022-10-29,2022-12-28,LK-11,true,premium,June 2020,Not mentioned in ad
land-for-sale-pannipitiya-for-sale-colombo-1187,Land for Sale - Pannipitiya,"Just walking distance to Katukurunda Junction ( 336 Kottawa - Malabe bus route), About 1km to Vidyala Junction, about 3.4 km to Kottawa, and about 5.3km to Maharagama. Ve...",sale,land,Land For Sale,Colombo,Pannipitiya,Kottawa-Malabe Rd-Katukurunda Junction,1115000.0,per_perch,26760000.0,,,,24.0,,,Residential,,,2023-01-14,2023-03-15,LK-11,true,premium,July 2018,Not mentioned in ad
annex-for-rent-in-andiambalama-for-rent-gampaha,Annex for Rent in Andiambalama,Annex for Rent 2 Rooms 1 Attached Bathroom 1 Separate Bathroom Full tiled Near by the Main road 75m 2 Km to BOI & BIA 2 Months Deposit Contact for more details,rent,room_annex,Room & Annex Rentals,Gampaha,Negombo,,9500.0,per_month,,9500.0,2,2,,,,,Annex,"Private entrance, Lower",2023-01-12,2023-03-13,LK-12,false,free,March 2016,Not mentioned in ad
hoomaagm-280bs-paartt-lginm-mulu-iddmm-gevnn-gnn-for-sale-colombo,හෝමාගම 280බස් පාරට ලගින්ම මුලු ඉඩමම ගෙවන්න ගන්න.,🤗මාස 24 න් පොලී රහිතව ගෙවාගෙන යන්න 🤗හෝමාගම නගරයට විනාඩි 05යි,sale,land,Land For Sale,Colombo,Homagama,"කිරිවත්තුඩුව ,හෝමාගම",650000.0,per_perch,4225000.0,,,,6.5,,,"Agricultural, Commercial, Residential, Other",,,2022-12-08,2023-02-06,LK-11,true,premium,July 2022,Not mentioned in ad
a-currently-running-holiday-home-in-nuwara-eliya-for-sale-for-sale-nuwara-eliya-23,A Currently Running Holiday Home in Nuwara Eliya for Sale.,"A currently very successfully Running Holiday Home at Katumana, Welimada (Badulla road) in Nuwara Eliya for immediate Sale, due the owners migration. Nuwara Eliya is 3 Km...",sale,house,Houses For Sale,Nuwara Eliya,Nuwara Eliya City,Badulla Road,65000000.0,total,65000000.0,,5,5,27.0,2500.0,,,,,2023-02-20,2023-04-17,LK-23,false,premium,July 2017,Not mentioned in ad
geyak-samaga-idamak-for-sale-anuradhapura-1,Land For Sale Mullaitivu,nitiyanukulawa sakasa denu labe,sale,land,Land For Sale,Mullativu,Mullativu City,mudal hadissiyak,800000.0,total,800000.0,,,,30.0,,,Residential,,,2023-01-11,2023-03-08,LK,false,free,,Not mentioned in ad
first-floor-house-for-rent-in-dehiwala-for-rent-colombo-296,First Floor House For Rent in Dehiwala,"First Floor House For Rent in Dehiwala. IR 310 ## 𝗛𝗮𝗹𝗳 𝗠𝗼𝗻𝘁𝗵 𝗔𝗴𝗲𝗻𝘁 𝗙𝗲𝗲 ## Location - Off Saranankara Road, Kalubowila. ✓ 3 Bedrooms 1 Bathroom...",rent,house,House Rentals,Colombo,Dehiwala,"Off Saranankara Road, Kalubowila",52000.0,per_month,,52000.0,3,1,8.0,2000.0,,,,,2022-12-11,2023-02-09,LK-11,true,premium,December 2018,Not mentioned in ad
2-storey-commercial-building-for-sale-ratnapura,2 storey commercial building Pelmadulla,▪️Upper floor: 🔸2 bedrooms 🛏️ 🔸2 bathrooms (attached)🛁 ▪️Ground floor: 🔸2 complete commercial stores🏚️ 🔸2 bathrooms (attached)🛁,sale,commercial,Commercial Properties For Sale,Ratnapura,Pelmadulla,"Pathakada, Pelmadulla",30000000.0,total,30000000.0,,,,,,1362.0,,Building,,2022-11-05,2023-01-04,LK,false,free,,Not mentioned in ad
kaamryk-kuliytt-for-rent-monaragala,Room for Rent in Monaragala City,කාමරයක් කුලියට දීමට .ස්ථානය කොටාගොඩ 12 කනුව .සියඹලාණ්ඩුව ට 17කි.මි.අම්පාර ට 30කි.මි.වඩිනාගල ට 6 කි.මි.,rent,room_annex,Room & Annex Rentals,Monaragala,Monaragala City,"කොටාගොඩ ,12 කනුව කන්ද උඩපංගුව,මොනරාගල",5000.0,per_month,,5000.0,1,1,,,,,House,Upper,2023-03-09,2023-05-08,LK,false,free,,Not mentioned in ad
plot-meepewaga-for-sale-colombo,Plot- Meepe(waga),පාදුක්ක වග 239 බස් පාරට මුහුනලා වටිනා බිම් කොටස්.හරිතවර්නයෙන් පිරි නිස්කලන්ක පරිසරයක අගනා බිම් කොටස් සියලු නේවාසික පහසුකම් ඇත. 🍃 වේවැල්පනාව හන්දියේ සිට 400m. 🍃 පාදුක්ක...,sale,land,Land For Sale,Colombo,Padukka,"Meepe,Waga",300000.0,per_perch,3180000.0,,,,10.6,,,"Commercial, Residential, Other",,,2023-02-01,2023-04-01,LK-11,true,premium,January 2022,Not mentioned in ad
ang-smpuurnn-nivs-for-sale-kegalle,අංග සම්පූර්ණ නිවසක් විකිණීමට Kegalle,අලව්ව-රාගල්කන්ද පර්:20 ඉදිවුන නිදන කාමර 3ක් නාන කාමර 1ක අලංකාර නිවසක් විකිනීමට. නිවස ගත් සැනින් පදිංචියට සුදුසුයී. නිවස වටා සම්පූර්ණ තාප්පය දමා ගේට්ටු සවිකර ඇත. ලිං වතුර...,sale,house,Houses For Sale,Kegalle,Kegalle City,"134/E,Bogahamulawatta,Ranwala,Beligala,Kegalle .",12500000.0,total,12500000.0,,3,1,20.0,1900.0,,,,,2022-11-03,2023-01-02,LK-92,false,free,,Not mentioned in ad
